epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,647.901,2.19856,4.68495,7.20261,2.15546,0.00208,0.02667,0.00159,0.00057,0.00208,0.02667,0.00159,0.00086,2.17476,2.96173,6.24744,2.60416,1.429e-05,1.429e-05,1.429e-05
