filename;leaf area cm^2
Luc_01.jpg;64.46
Luc_02.jpg;41.99
Luc_03.jpg;56.1
Luc_04.jpg;37.24
Luc_05.jpg;50.46
Luc_06.jpg;87.34
Luc_07.jpg;62.46
Luc_08.jpg;91.84
Luc_09.jpg;42.28
Luc_10.jpg;84.86
Luc_11.jpg;51.95
Luc_12.jpg;52.61
Luc_13.jpg;39.24
Luc_14.jpg;44.01
Luc_15.jpg;52.64
Luc_16.jpg;49.43
Luc_17.jpg;71.26
Luc_18.jpg;34.79
Luc_19.jpg;62.53
Luc_20.jpg;52.91
Luc_21.jpg;43.65
Luc_22.jpg;52.42
Luc_23.jpg;49.48
Luc_24.jpg;29.21
Luc_25.jpg;44.62
